Freq(MHz),Loss
9555.3125,-12.28
9567.5,-12.26
9579.6875,-12.27
9591.875,-12.27
9604.0625,-12.32
9616.25,-12.39
9628.4375,-12.42
9640.625,-12.44
9652.8125,-12.4
9665,-12.37
9677.1875,-12.33
9689.375,-12.35
9701.5625,-12.37
9713.75,-12.35
9725.9375,-12.33
9738.125,-12.32
9750.3125,-12.3
9762.5,-12.34
9774.6875,-12.35
9786.875,-12.36
9799.0625,-12.37
9811.25,-12.41
9823.4375,-12.46
9835.625,-12.49
9847.8125,-12.51
9860,-12.44
9872.1875,-12.39
9884.375,-12.36
9896.5625,-12.34
9908.75,-12.36
9920.9375,-12.31
9933.125,-12.29
9945.3125,-12.27
9957.5,-12.28
9969.6875,-12.26
9981.875,-12.27
9994.0625,-12.31
10006.25,-12.34
10018.4375,-12.39
10030.625,-12.41
10042.8125,-12.46
10055,-12.41
10067.1875,-12.42
10079.375,-12.42
10091.5625,-12.47
10103.75,-12.46
10115.9375,-12.45
10128.125,-12.41
10140.3125,-12.38
10152.5,-12.33
10164.6875,-12.35
10176.875,-12.37
10189.0625,-12.34
10201.25,-12.32
10213.4375,-12.3
10225.625,-12.31
10237.8125,-12.3
10250,-12.3
10262.1875,-12.3
10274.375,-12.32
10286.5625,-12.33
10298.75,-12.34
10310.9375,-12.35
10323.125,-12.35
10335.3125,-12.36
10347.5,-12.38
10359.6875,-12.39
10371.875,-12.39
10384.0625,-12.4
10396.25,-12.41
10408.4375,-12.38
10420.625,-12.38
10432.8125,-12.39
10445,-12.4
10457.1875,-12.4
10469.375,-12.39
10481.5625,-12.42
10493.75,-12.46
10505.9375,-12.48
10518.125,-12.5
10530.3125,-12.49
10542.5,-12.5
10554.6875,-12.54
10566.875,-12.58
10579.0625,-12.61
10591.25,-12.64
10603.4375,-12.63
10615.625,-12.65
10627.8125,-12.64
10640,-12.65
10652.1875,-12.64
10664.375,-12.63
10676.5625,-12.6
10688.75,-12.62
10700.9375,-12.57
10713.125,-12.6
10725.3125,-12.58
10737.5,-12.56
10749.6875,-12.58
10761.875,-12.61
10774.0625,-12.65
10786.25,-12.65
10798.4375,-12.65
10810.625,-12.64
10822.8125,-12.65
10835,-12.67
10847.1875,-12.7
10859.375,-12.68
10871.5625,-12.66
10883.75,-12.63
10895.9375,-12.66
10908.125,-12.69
10920.3125,-12.71
10932.5,-12.71
10944.6875,-12.73
10956.875,-12.75
10969.0625,-12.85
10981.25,-12.89
10993.4375,-12.93
11005.625,-12.93
11017.8125,-12.91
11030,-12.92
11042.1875,-12.93
11054.375,-12.95
11066.5625,-12.91
11078.75,-12.82
11090.9375,-12.74
11103.125,-12.71
11115.3125,-12.69
11127.5,-12.67
11139.6875,-12.69
11151.875,-12.74
11164.0625,-12.81
11176.25,-12.88
11188.4375,-12.98
11200.625,-13.01
11212.8125,-13.08
11225,-13.13
11237.1875,-13.16
11249.375,-13.24
11261.5625,-13.23
11273.75,-13.19
11285.9375,-13.11
11298.125,-13.02
11310.3125,-12.93
11322.5,-12.89
11334.6875,-12.84
11346.875,-12.82
11359.0625,-12.85
11371.25,-12.88
11383.4375,-12.96
11395.625,-13.05
11407.8125,-13.07
11420,-13.12
11432.1875,-13.18
11444.375,-13.27
11456.5625,-13.34
11468.75,-13.36
11480.9375,-13.31
11493.125,-13.25
11505.3125,-13.18
11517.5,-13.13
11529.6875,-13.12
11541.875,-13.06
11554.0625,-13.04
11566.25,-13.02
11578.4375,-13
11590.625,-13.06
11602.8125,-13.1
11615,-13.14
11627.1875,-13.18
11639.375,-13.22
11651.5625,-13.29
11663.75,-13.34
11675.9375,-13.37
11688.125,-13.31
11700.3125,-13.22
11712.5,-13.16
11724.6875,-13.08
11736.875,-13.09
11749.0625,-13.07
11761.25,-13.06
11773.4375,-13.02
11785.625,-13.03
11797.8125,-13.08
11810,-13.14
11822.1875,-13.19
11834.375,-13.24
11846.5625,-13.29
11858.75,-13.33
11870.9375,-13.38
11883.125,-13.37
11895.3125,-13.36
11907.5,-13.27
11919.6875,-13.23
11931.875,-13.2
11944.0625,-13.16
11956.25,-13.09
11968.4375,-13.04
11980.625,-13.02
11992.8125,-13.02
12005,-13.05
12017.1875,-13.09
12029.375,-13.12
12041.5625,-13.16
12053.75,-13.25
12065.9375,-13.33
12078.125,-13.37
12090.3125,-13.39
12102.5,-13.37
12114.6875,-13.38
12126.875,-13.37
12139.0625,-13.42
12151.25,-13.42
12163.4375,-13.37
12175.625,-13.3
12187.8125,-13.23
12200,-13.22
12212.1875,-13.24
12224.375,-13.22
12236.5625,-13.21
12248.75,-13.2
12260.9375,-13.19
12273.125,-13.24
12285.3125,-13.25
12297.5,-13.3
12309.6875,-13.3
12321.875,-13.32
12334.0625,-13.37
12346.25,-13.43
12358.4375,-13.5
12370.625,-13.57
12382.8125,-13.57
12395,-13.57
12407.1875,-13.61
12419.375,-13.65
12431.5625,-13.66
12443.75,-13.66
12455.9375,-13.61
12468.125,-13.61
12480.3125,-13.6
12492.5,-13.6
12504.6875,-13.58
12516.875,-13.55
12529.0625,-13.55
12541.25,-13.56
12553.4375,-13.63
12565.625,-13.67
12577.8125,-13.68
12590,-13.66
12602.1875,-13.65
12614.375,-13.64
12626.5625,-13.69
12638.75,-13.7
12650.9375,-13.68
12663.125,-13.62
12675.3125,-13.6
12687.5,-13.6
12699.6875,-13.61
12711.875,-13.6
12724.0625,-13.61
12736.25,-13.64
12748.4375,-13.7
12760.625,-13.8
12772.8125,-13.86
12785,-13.88
12797.1875,-13.84
12809.375,-13.82
12821.5625,-13.85
12833.75,-13.87
12845.9375,-13.87
12858.125,-13.81
12870.3125,-13.73
12882.5,-13.67
12894.6875,-13.62
12906.875,-13.59
12919.0625,-13.58
12931.25,-13.6
12943.4375,-13.64
12955.625,-13.72
12967.8125,-13.82
12980,-13.89
12992.1875,-13.95
13004.375,-13.99
13016.5625,-14.05
13028.75,-14.12
13040.9375,-14.2
13053.125,-14.24
13065.3125,-14.21
13077.5,-14.12
13089.6875,-14.04
13101.875,-13.97
13114.0625,-13.93
13126.25,-13.85
13138.4375,-13.79
13150.625,-13.67
13162.8125,-13.66
13175,-13.61
13187.1875,-13.6
13199.375,-13.58
13211.5625,-13.6
13223.75,-13.62
13235.9375,-13.64
13248.125,-13.68
13260.3125,-13.73
13272.5,-13.73
13284.6875,-13.76
13296.875,-13.76
13309.0625,-13.82
13321.25,-13.83
13333.4375,-13.87
13345.625,-13.8
13357.8125,-13.8
13370,-13.82
13382.1875,-13.86
13394.375,-13.85
13406.5625,-13.82
13418.75,-13.78
13430.9375,-13.74
13443.125,-13.79
13455.3125,-13.8
13467.5,-13.78
13479.6875,-13.74
13491.875,-13.74
13504.0625,-13.73
13516.25,-13.78
13528.4375,-13.8
13540.625,-13.78
13552.8125,-13.8
13565,-13.77
13577.1875,-13.71
13589.375,-13.79
13601.5625,-13.74
13613.75,-13.8
13625.9375,-13.79
13638.125,-13.78
13650.3125,-13.74
13662.5,-13.84
13674.6875,-13.81
13686.875,-13.79
13699.0625,-13.78
13711.25,-13.84
13723.4375,-13.86
13735.625,-13.91
13747.8125,-13.9
13760,-13.85
13772.1875,-13.82
13784.375,-13.75
13796.5625,-13.78
13808.75,-13.78
13820.9375,-13.74
13833.125,-13.68
13845.3125,-13.66
13857.5,-13.65
